https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume 1INCH,Volume BUSD,tradecount
1695081600000,2023-09-19,1INCHBUSD,0.2489,0.2555,0.2475,0.2517,88819.5,22373.68931,293
1694995200000,2023-09-18,1INCHBUSD,0.2473,0.2563,0.2439,0.2492,88773.7,22358.14384,688
1694908800000,2023-09-17,1INCHBUSD,0.2562,0.2562,0.244,0.2475,128032.1,32079.04412,657
1694822400000,2023-09-16,1INCHBUSD,0.2555,0.26,0.252,0.2566,141813.2,36370.05701,631
1694736000000,2023-09-15,1INCHBUSD,0.2447,0.256,0.243,0.2551,172760.0,42942.76589,420
1694649600000,2023-09-14,1INCHBUSD,0.2344,0.2447,0.2324,0.2444,108910.4,25878.78325,249
1694563200000,2023-09-13,1INCHBUSD,0.2289,0.2359,0.2273,0.2344,100986.9,23560.96632,253
1694476800000,2023-09-12,1INCHBUSD,0.2241,0.2354,0.2238,0.228,118846.4,27349.60161,423
1694390400000,2023-09-11,1INCHBUSD,0.2396,0.2396,0.2199,0.2239,174892.4,39943.75017,623
1694304000000,2023-09-10,1INCHBUSD,0.2446,0.2446,0.2329,0.2394,130428.5,31322.51291,469
1694217600000,2023-09-09,1INCHBUSD,0.245,0.2474,0.2445,0.2457,46241.5,11387.0904,246
1694131200000,2023-09-08,1INCHBUSD,0.2483,0.2488,0.2419,0.2454,87432.7,21463.52959,401
1694044800000,2023-09-07,1INCHBUSD,0.2465,0.2482,0.242,0.2478,199328.8,48874.32802,628
1693958400000,2023-09-06,1INCHBUSD,0.2445,0.2498,0.2396,0.2468,216423.7,53023.51393,580
1693872000000,2023-09-05,1INCHBUSD,0.2361,0.2446,0.2344,0.2444,209500.7,50476.77256,487
1693785600000,2023-09-04,1INCHBUSD,0.2348,0.239,0.2329,0.236,120664.6,28499.32962,317
1693699200000,2023-09-03,1INCHBUSD,0.2343,0.2368,0.2315,0.2349,139951.3,32849.00666,265
1693612800000,2023-09-02,1INCHBUSD,0.2348,0.2359,0.231,0.234,109248.4,25553.33284,317
1693526400000,2023-09-01,1INCHBUSD,0.2444,0.2453,0.2329,0.2352,106470.4,25363.41157,340
1693440000000,2023-08-31,1INCHBUSD,0.2556,0.2572,0.2414,0.245,171862.8,42646.99102,345
1693353600000,2023-08-30,1INCHBUSD,0.2596,0.2596,0.2534,0.2569,189636.2,48679.38095,399
1693267200000,2023-08-29,1INCHBUSD,0.2486,0.2633,0.2402,0.2585,214869.3,54075.18832,626
1693180800000,2023-08-28,1INCHBUSD,0.248,0.2545,0.2383,0.2485,375152.8,93460.87066,538
1693094400000,2023-08-27,1INCHBUSD,0.2421,0.248,0.2409,0.248,105390.6,25759.88428,239
1693008000000,2023-08-26,1INCHBUSD,0.2469,0.2493,0.2419,0.2423,205961.6,50698.59048,390
1692921600000,2023-08-25,1INCHBUSD,0.2508,0.2508,0.2408,0.2458,225869.0,55365.10119,433
1692835200000,2023-08-24,1INCHBUSD,0.2513,0.2538,0.2465,0.2512,141972.8,35524.92309,339
1692748800000,2023-08-23,1INCHBUSD,0.245,0.2545,0.2435,0.2521,177326.4,44101.69711,382
1692662400000,2023-08-22,1INCHBUSD,0.2439,0.2463,0.2339,0.2445,157550.0,37871.55979,329
1692576000000,2023-08-21,1INCHBUSD,0.2505,0.2505,0.238,0.2443,203675.9,49889.15759,445
1692489600000,2023-08-20,1INCHBUSD,0.2485,0.2515,0.2464,0.2503,215946.3,53906.37789,352
1692403200000,2023-08-19,1INCHBUSD,0.242,0.2504,0.2406,0.2491,326537.7,79782.60036,612
1692316800000,2023-08-18,1INCHBUSD,0.2349,0.2447,0.232,0.242,595205.1,142580.0323,1478
1692230400000,2023-08-17,1INCHBUSD,0.2638,0.2706,0.2005,0.2356,885327.9,216600.40764,2308
1692144000000,2023-08-16,1INCHBUSD,0.2853,0.287,0.2575,0.265,710215.8,192859.94022,1499
1692057600000,2023-08-15,1INCHBUSD,0.3096,0.3101,0.2649,0.2864,472021.3,137276.35871,1453
1691971200000,2023-08-14,1INCHBUSD,0.3073,0.3134,0.3034,0.3101,367281.3,113322.63095,861
1691884800000,2023-08-13,1INCHBUSD,0.3057,0.3119,0.305,0.3074,208848.0,64223.18166,319
1691798400000,2023-08-12,1INCHBUSD,0.3078,0.3092,0.304,0.3058,117566.0,35967.83013,287
1691712000000,2023-08-11,1INCHBUSD,0.3075,0.3103,0.3057,0.3073,311865.5,96105.00868,440
1691625600000,2023-08-10,1INCHBUSD,0.3063,0.3091,0.3049,0.307,108554.0,33233.36265,269
1691539200000,2023-08-09,1INCHBUSD,0.3066,0.3086,0.3023,0.3064,145936.2,44564.65524,395
1691452800000,2023-08-08,1INCHBUSD,0.3042,0.3088,0.3009,0.3066,163822.7,49934.66297,823
1691366400000,2023-08-07,1INCHBUSD,0.305,0.3093,0.2933,0.3045,715618.6,216860.79139,1804
1691280000000,2023-08-06,1INCHBUSD,0.3051,0.3106,0.3028,0.3045,674088.1,206606.50724,1289
1691193600000,2023-08-05,1INCHBUSD,0.3042,0.3055,0.3011,0.3052,122215.7,36982.15956,320
1691107200000,2023-08-04,1INCHBUSD,0.311,0.3145,0.3,0.3053,240115.2,73550.53174,564
1691020800000,2023-08-03,1INCHBUSD,0.3149,0.3208,0.309,0.3119,234767.5,73632.31072,576
1690934400000,2023-08-02,1INCHBUSD,0.3208,0.3214,0.3092,0.3149,313879.2,98842.09277,821
1690848000000,2023-08-01,1INCHBUSD,0.314,0.3207,0.3004,0.3207,659007.5,206327.23962,1575
1690761600000,2023-07-31,1INCHBUSD,0.3118,0.3186,0.3075,0.3143,496249.7,155824.23619,972
1690675200000,2023-07-30,1INCHBUSD,0.3155,0.3233,0.3024,0.3123,783809.2,247631.03128,2105
1690588800000,2023-07-29,1INCHBUSD,0.3096,0.3162,0.3085,0.316,475974.0,148511.09771,788
1690502400000,2023-07-28,1INCHBUSD,0.305,0.3112,0.3022,0.3096,470851.9,144884.5139,531
1690416000000,2023-07-27,1INCHBUSD,0.304,0.313,0.3014,0.3041,737173.0,226353.84275,2016
1690329600000,2023-07-26,1INCHBUSD,0.3026,0.3091,0.2975,0.304,927749.3,281119.28999,2372
1690243200000,2023-07-25,1INCHBUSD,0.3043,0.3071,0.301,0.3027,2105791.1,640019.12434,2624
1690156800000,2023-07-24,1INCHBUSD,0.3271,0.3281,0.278,0.3043,5189115.4,1603997.04242,4236
1690070400000,2023-07-23,1INCHBUSD,0.3281,0.3314,0.3239,0.3272,3850788.0,1261323.80412,2941
1689984000000,2023-07-22,1INCHBUSD,0.3362,0.3379,0.3253,0.3279,4440246.9,1480357.96315,3947
1689897600000,2023-07-21,1INCHBUSD,0.3288,0.3458,0.3232,0.3353,5237407.4,1748230.99108,6490
1689811200000,2023-07-20,1INCHBUSD,0.3362,0.3429,0.3173,0.3288,7971872.1,2638743.43256,10324
1689724800000,2023-07-19,1INCHBUSD,0.3597,0.368,0.3333,0.336,4166178.1,1436428.94632,8572
1689638400000,2023-07-18,1INCHBUSD,0.4043,0.4044,0.3511,0.3598,4034391.5,1507971.46845,7728
1689552000000,2023-07-17,1INCHBUSD,0.4323,0.5924,0.3913,0.4035,20545126.5,10105735.46898,57373
1689465600000,2023-07-16,1INCHBUSD,0.371,0.4495,0.3623,0.4326,8336636.5,3444396.56666,21661
1689379200000,2023-07-15,1INCHBUSD,0.3354,0.4385,0.33,0.3707,3081580.4,1129484.65719,8123
1689292800000,2023-07-14,1INCHBUSD,0.3494,0.359,0.3244,0.3353,648983.3,220857.15823,2570
1689206400000,2023-07-13,1INCHBUSD,0.3256,0.3526,0.3138,0.3494,771098.0,255344.41354,1958
1689120000000,2023-07-12,1INCHBUSD,0.3144,0.363,0.3142,0.3249,2797240.9,928857.37549,6043
1689033600000,2023-07-11,1INCHBUSD,0.3055,0.3144,0.3022,0.3144,207371.7,63769.79006,578
1688947200000,2023-07-10,1INCHBUSD,0.3038,0.3118,0.2955,0.3043,259279.3,78273.4915,611
1688860800000,2023-07-09,1INCHBUSD,0.3066,0.31,0.3018,0.3028,187138.5,57057.14875,488
1688774400000,2023-07-08,1INCHBUSD,0.3082,0.3111,0.2999,0.3065,111612.7,34131.57741,398
1688688000000,2023-07-07,1INCHBUSD,0.301,0.3091,0.298,0.3086,148997.0,45299.27213,553
1688601600000,2023-07-06,1INCHBUSD,0.3143,0.3274,0.3016,0.3016,365202.4,114726.61046,1482
1688515200000,2023-07-05,1INCHBUSD,0.3275,0.3303,0.3094,0.3149,271242.3,86512.53594,1185
1688428800000,2023-07-04,1INCHBUSD,0.3412,0.3412,0.3208,0.3277,325957.2,107383.0611,782
1688342400000,2023-07-03,1INCHBUSD,0.324,0.3436,0.3209,0.3419,379474.1,127398.78201,909
1688256000000,2023-07-02,1INCHBUSD,0.3323,0.3324,0.3168,0.3252,202766.9,65791.74393,543
1688169600000,2023-07-01,1INCHBUSD,0.3178,0.3329,0.3112,0.3328,209369.8,67053.04592,603
1688083200000,2023-06-30,1INCHBUSD,0.3083,0.326,0.295,0.3172,277303.2,86883.24338,926
1687996800000,2023-06-29,1INCHBUSD,0.2986,0.3121,0.2979,0.309,294908.0,90626.92083,513
1687910400000,2023-06-28,1INCHBUSD,0.3187,0.3187,0.2884,0.2997,268291.3,81403.61268,900
1687824000000,2023-06-27,1INCHBUSD,0.32,0.3263,0.317,0.3185,223186.2,71606.31191,587
1687737600000,2023-06-26,1INCHBUSD,0.328,0.333,0.3126,0.3197,261195.2,84563.82084,851
1687651200000,2023-06-25,1INCHBUSD,0.3269,0.35,0.3226,0.3276,619877.9,208291.99351,2185
1687564800000,2023-06-24,1INCHBUSD,0.3178,0.3317,0.3166,0.3266,272003.2,88239.02396,1009
1687478400000,2023-06-23,1INCHBUSD,0.3051,0.3257,0.3046,0.317,182554.2,57188.74551,568
1687392000000,2023-06-22,1INCHBUSD,0.3089,0.3163,0.2995,0.3041,313738.5,97321.75859,765
1687305600000,2023-06-21,1INCHBUSD,0.2921,0.3131,0.291,0.309,347044.3,104929.10402,852
1687219200000,2023-06-20,1INCHBUSD,0.277,0.2942,0.2738,0.2924,333454.0,94001.17443,556
1687132800000,2023-06-19,1INCHBUSD,0.276,0.2782,0.2708,0.277,332484.1,91187.44968,642
1687046400000,2023-06-18,1INCHBUSD,0.2767,0.2843,0.2731,0.2755,370442.7,103306.11196,865
1686960000000,2023-06-17,1INCHBUSD,0.2748,0.2841,0.2717,0.2763,287327.9,79919.74654,628
1686873600000,2023-06-16,1INCHBUSD,0.261,0.2792,0.259,0.2752,375392.9,101293.03148,818
1686787200000,2023-06-15,1INCHBUSD,0.262,0.265,0.252,0.261,203475.4,52535.4155,618
1686700800000,2023-06-14,1INCHBUSD,0.268,0.278,0.257,0.263,444420.6,119024.8041,977
1686614400000,2023-06-13,1INCHBUSD,0.27,0.277,0.264,0.268,340503.4,91765.5438,680
1686528000000,2023-06-12,1INCHBUSD,0.269,0.275,0.261,0.27,382501.3,102852.7581,576
1686441600000,2023-06-11,1INCHBUSD,0.273,0.276,0.266,0.269,342587.7,92509.0853,605
1686355200000,2023-06-10,1INCHBUSD,0.323,0.323,0.237,0.273,1314602.5,365937.6814,2853
1686268800000,2023-06-09,1INCHBUSD,0.322,0.327,0.318,0.323,183440.5,59190.6587,374
1686182400000,2023-06-08,1INCHBUSD,0.314,0.328,0.312,0.322,262112.8,84137.8648,638
1686096000000,2023-06-07,1INCHBUSD,0.334,0.334,0.311,0.314,362276.9,117590.093,851
1686009600000,2023-06-06,1INCHBUSD,0.327,0.337,0.315,0.335,561228.3,182747.4554,1018
1685923200000,2023-06-05,1INCHBUSD,0.371,0.371,0.318,0.327,1523642.1,518558.0788,3446
1685836800000,2023-06-04,1INCHBUSD,0.371,0.377,0.369,0.373,284355.8,106191.5134,464
1685750400000,2023-06-03,1INCHBUSD,0.381,0.381,0.369,0.371,353345.3,132818.5335,688
1685664000000,2023-06-02,1INCHBUSD,0.368,0.387,0.362,0.381,924213.0,344158.1023,1619
1685577600000,2023-06-01,1INCHBUSD,0.38,0.381,0.368,0.369,287780.4,107254.7304,723
1685491200000,2023-05-31,1INCHBUSD,0.394,0.397,0.375,0.381,464324.0,178150.7352,854
1685404800000,2023-05-30,1INCHBUSD,0.393,0.4,0.391,0.394,253915.1,100207.751,550
1685318400000,2023-05-29,1INCHBUSD,0.406,0.406,0.392,0.394,246872.0,98329.0966,538
1685232000000,2023-05-28,1INCHBUSD,0.396,0.408,0.395,0.404,194871.4,78172.5533,624
1685145600000,2023-05-27,1INCHBUSD,0.394,0.398,0.392,0.397,78186.3,30835.7773,272
1685059200000,2023-05-26,1INCHBUSD,0.392,0.396,0.387,0.395,202488.8,79173.5042,575
1684972800000,2023-05-25,1INCHBUSD,0.39,0.396,0.382,0.393,197742.7,77153.9202,596
1684886400000,2023-05-24,1INCHBUSD,0.401,0.401,0.383,0.389,286502.7,111942.6763,880
1684800000000,2023-05-23,1INCHBUSD,0.397,0.404,0.396,0.401,141487.0,56670.986,384
1684713600000,2023-05-22,1INCHBUSD,0.396,0.399,0.389,0.398,191383.8,75536.1918,515
1684627200000,2023-05-21,1INCHBUSD,0.403,0.404,0.393,0.396,112295.4,44683.4165,430
1684540800000,2023-05-20,1INCHBUSD,0.401,0.404,0.398,0.403,133595.8,53472.4116,427
1684454400000,2023-05-19,1INCHBUSD,0.401,0.404,0.398,0.401,261895.1,105029.311,655
1684368000000,2023-05-18,1INCHBUSD,0.415,0.415,0.396,0.402,551061.4,223957.3244,1348
1684281600000,2023-05-17,1INCHBUSD,0.415,0.42,0.405,0.416,442773.5,182725.2901,1364
1684195200000,2023-05-16,1INCHBUSD,0.414,0.422,0.41,0.415,254268.2,105753.4046,894
1684108800000,2023-05-15,1INCHBUSD,0.414,0.421,0.407,0.415,256399.6,106682.8292,1097
1684022400000,2023-05-14,1INCHBUSD,0.41,0.417,0.405,0.414,213122.9,87688.5982,890
1683936000000,2023-05-13,1INCHBUSD,0.415,0.416,0.408,0.41,241394.2,99243.9434,883
1683849600000,2023-05-12,1INCHBUSD,0.409,0.415,0.397,0.414,525542.5,213388.3342,2233
1683763200000,2023-05-11,1INCHBUSD,0.42,0.42,0.399,0.409,485491.0,198345.155,2239
1683676800000,2023-05-10,1INCHBUSD,0.415,0.426,0.402,0.422,492802.6,205242.6542,2150
1683590400000,2023-05-09,1INCHBUSD,0.407,0.419,0.405,0.416,528147.4,218184.8354,2060
1683504000000,2023-05-08,1INCHBUSD,0.447,0.449,0.39,0.407,1001322.6,416663.252,4274
1683417600000,2023-05-07,1INCHBUSD,0.447,0.456,0.443,0.447,300706.2,135254.6278,1494
1683331200000,2023-05-06,1INCHBUSD,0.463,0.466,0.436,0.447,451971.6,204088.9925,1932
1683244800000,2023-05-05,1INCHBUSD,0.452,0.466,0.447,0.464,488727.8,223466.1303,1765
1683158400000,2023-05-04,1INCHBUSD,0.457,0.458,0.448,0.452,475055.7,215167.5411,1596
1683072000000,2023-05-03,1INCHBUSD,0.458,0.459,0.439,0.456,508002.5,226694.6785,2566
1682985600000,2023-05-02,1INCHBUSD,0.455,0.461,0.452,0.459,463857.4,211547.7475,2222
1682899200000,2023-05-01,1INCHBUSD,0.471,0.474,0.447,0.455,986410.4,453868.9471,3178
1682812800000,2023-04-30,1INCHBUSD,0.495,0.495,0.467,0.471,1016994.7,485644.1128,3822
1682726400000,2023-04-29,1INCHBUSD,0.483,0.514,0.481,0.495,1104135.9,546378.7165,3641
1682640000000,2023-04-28,1INCHBUSD,0.49,0.49,0.476,0.482,419984.1,203046.8569,1939
1682553600000,2023-04-27,1INCHBUSD,0.479,0.495,0.475,0.489,659707.5,320030.937,3050
1682467200000,2023-04-26,1INCHBUSD,0.494,0.51,0.455,0.48,741336.2,365311.0851,2854
1682380800000,2023-04-25,1INCHBUSD,0.487,0.496,0.471,0.494,730045.8,349718.2966,2495
1682294400000,2023-04-24,1INCHBUSD,0.494,0.5,0.48,0.487,632423.1,309832.1208,3053
1682208000000,2023-04-23,1INCHBUSD,0.507,0.507,0.483,0.495,732632.7,365377.5162,2510
1682121600000,2023-04-22,1INCHBUSD,0.493,0.508,0.488,0.508,538010.9,267470.1091,1564
1682035200000,2023-04-21,1INCHBUSD,0.511,0.521,0.487,0.493,1056765.2,536118.335,3900
1681948800000,2023-04-20,1INCHBUSD,0.511,0.518,0.492,0.511,953281.5,482645.3444,4253
1681862400000,2023-04-19,1INCHBUSD,0.569,0.572,0.504,0.511,879848.1,464746.2707,4304
1681776000000,2023-04-18,1INCHBUSD,0.557,0.579,0.549,0.57,647903.7,367265.1313,3049
1681689600000,2023-04-17,1INCHBUSD,0.574,0.582,0.549,0.557,1135540.8,636286.2734,4760
1681603200000,2023-04-16,1INCHBUSD,0.566,0.6,0.558,0.574,868415.1,495987.784,3562
1681516800000,2023-04-15,1INCHBUSD,0.565,0.571,0.552,0.566,802711.9,450454.9246,3210
1681430400000,2023-04-14,1INCHBUSD,0.55,0.567,0.545,0.565,1017572.4,568833.3089,4027
1681344000000,2023-04-13,1INCHBUSD,0.537,0.55,0.533,0.55,837394.6,453051.4612,3598
1681257600000,2023-04-12,1INCHBUSD,0.545,0.545,0.523,0.536,1340068.7,711622.6979,5745
1681171200000,2023-04-11,1INCHBUSD,0.548,0.551,0.54,0.545,1128538.0,614287.5345,3782
1681084800000,2023-04-10,1INCHBUSD,0.533,0.548,0.52,0.548,1285921.2,684833.9869,4792
1680998400000,2023-04-09,1INCHBUSD,0.53,0.538,0.518,0.533,632301.8,334084.3572,2809
1680912000000,2023-04-08,1INCHBUSD,0.528,0.536,0.521,0.53,616394.6,327193.6232,2799
1680825600000,2023-04-07,1INCHBUSD,0.538,0.538,0.52,0.528,937245.3,493386.3958,4007
1680739200000,2023-04-06,1INCHBUSD,0.539,0.54,0.524,0.539,1124679.5,598355.1934,3892
1680652800000,2023-04-05,1INCHBUSD,0.54,0.558,0.525,0.539,1909134.8,1031936.5738,7039
1680566400000,2023-04-04,1INCHBUSD,0.516,0.544,0.509,0.541,1509749.6,794066.3392,5060
1680480000000,2023-04-03,1INCHBUSD,0.52,0.525,0.497,0.515,1839761.5,946426.0165,7062
1680393600000,2023-04-02,1INCHBUSD,0.54,0.541,0.512,0.521,1192926.8,625730.8068,3893
1680307200000,2023-04-01,1INCHBUSD,0.562,0.562,0.533,0.54,1479201.5,807314.0698,4710
1680220800000,2023-03-31,1INCHBUSD,0.567,0.567,0.537,0.562,2508270.4,1382246.5391,8268
1680134400000,2023-03-30,1INCHBUSD,0.519,0.602,0.516,0.567,7887207.8,4474199.9816,25876
1680048000000,2023-03-29,1INCHBUSD,0.497,0.519,0.496,0.518,1338075.4,683094.2759,5885
1679961600000,2023-03-28,1INCHBUSD,0.489,0.505,0.485,0.496,1587386.4,784997.3452,4625
1679875200000,2023-03-27,1INCHBUSD,0.514,0.517,0.483,0.489,1780048.8,889084.0505,4559
1679788800000,2023-03-26,1INCHBUSD,0.5,0.516,0.496,0.513,1104586.3,561526.6918,2889
1679702400000,2023-03-25,1INCHBUSD,0.506,0.51,0.494,0.5,1389036.1,698126.4855,3403
1679616000000,2023-03-24,1INCHBUSD,0.522,0.523,0.499,0.507,1243042.2,635990.9843,3892
1679529600000,2023-03-23,1INCHBUSD,0.508,0.531,0.503,0.521,1601667.7,823849.7184,5819
1679443200000,2023-03-22,1INCHBUSD,0.537,0.537,0.494,0.508,1456585.5,760225.949,6061
1679356800000,2023-03-21,1INCHBUSD,0.524,0.537,0.504,0.537,1813772.4,947899.6317,7423
1679270400000,2023-03-20,1INCHBUSD,0.553,0.554,0.517,0.523,1519493.7,815631.5334,5969
1679184000000,2023-03-19,1INCHBUSD,0.522,0.587,0.521,0.552,3562433.2,1976526.2281,10816
1679097600000,2023-03-18,1INCHBUSD,0.528,0.544,0.514,0.521,1864716.3,993543.4515,5834
1679011200000,2023-03-17,1INCHBUSD,0.494,0.53,0.488,0.529,1650821.0,837265.1598,5300
1678924800000,2023-03-16,1INCHBUSD,0.491,0.509,0.485,0.495,2838199.6,1403650.8094,8053
1678838400000,2023-03-15,1INCHBUSD,0.528,0.538,0.483,0.49,2123762.3,1084839.5171,6935
1678752000000,2023-03-14,1INCHBUSD,0.502,0.54,0.491,0.528,1408125.8,726076.2807,4364
1678665600000,2023-03-13,1INCHBUSD,0.477,0.514,0.464,0.501,1151852.4,559388.2144,3436
1678579200000,2023-03-12,1INCHBUSD,0.441,0.477,0.431,0.475,522615.6,232316.6103,2726
1678492800000,2023-03-11,1INCHBUSD,0.448,0.459,0.425,0.442,941245.1,413639.3713,4602
1678406400000,2023-03-10,1INCHBUSD,0.439,0.45,0.411,0.448,1468058.4,634740.2278,3453
1678320000000,2023-03-09,1INCHBUSD,0.473,0.485,0.431,0.439,1079932.6,499951.9081,3525
1678233600000,2023-03-08,1INCHBUSD,0.509,0.51,0.466,0.473,611072.0,298405.978,2315
1678147200000,2023-03-07,1INCHBUSD,0.526,0.527,0.494,0.508,567813.8,289606.5704,1921
1678060800000,2023-03-06,1INCHBUSD,0.513,0.531,0.513,0.525,812144.0,425132.1752,2582
1677974400000,2023-03-05,1INCHBUSD,0.517,0.529,0.51,0.513,346257.6,180059.2388,1648
1677888000000,2023-03-04,1INCHBUSD,0.528,0.532,0.5,0.517,401921.6,206924.5426,1654
1677801600000,2023-03-03,1INCHBUSD,0.565,0.565,0.506,0.528,785437.1,413850.917,3890
1677715200000,2023-03-02,1INCHBUSD,0.588,0.589,0.552,0.565,587028.7,330598.8818,2693
1677628800000,2023-03-01,1INCHBUSD,0.571,0.599,0.568,0.588,700176.6,412692.8944,2816
1677542400000,2023-02-28,1INCHBUSD,0.579,0.587,0.566,0.571,606495.2,348792.244,2661
1677456000000,2023-02-27,1INCHBUSD,0.583,0.589,0.563,0.579,1195908.4,690114.6821,4182
1677369600000,2023-02-26,1INCHBUSD,0.58,0.597,0.569,0.583,839692.9,489073.1631,2837
1677283200000,2023-02-25,1INCHBUSD,0.6,0.602,0.564,0.58,982614.0,576892.2675,3602
1677196800000,2023-02-24,1INCHBUSD,0.618,0.626,0.584,0.601,1021783.0,618687.1031,3740
1677110400000,2023-02-23,1INCHBUSD,0.642,0.644,0.608,0.619,1197686.0,753186.7197,4533
1677024000000,2023-02-22,1INCHBUSD,0.686,0.686,0.628,0.643,2771377.4,1797562.1895,8000
1676937600000,2023-02-21,1INCHBUSD,0.613,0.7,0.603,0.688,7030062.5,4610902.1812,19626
1676851200000,2023-02-20,1INCHBUSD,0.575,0.617,0.542,0.613,1910884.0,1144100.1897,6244
1676764800000,2023-02-19,1INCHBUSD,0.575,0.602,0.566,0.575,2143531.9,1256182.9967,6266
1676678400000,2023-02-18,1INCHBUSD,0.568,0.582,0.562,0.576,883843.6,508364.4778,4006
1676592000000,2023-02-17,1INCHBUSD,0.542,0.573,0.538,0.568,1123760.5,628617.8159,4111
1676505600000,2023-02-16,1INCHBUSD,0.568,0.572,0.541,0.542,1260852.1,706914.3676,4495
1676419200000,2023-02-15,1INCHBUSD,0.541,0.569,0.533,0.567,1112208.7,609807.0742,3439
1676332800000,2023-02-14,1INCHBUSD,0.531,0.543,0.525,0.54,874055.8,466848.7151,3308
1676246400000,2023-02-13,1INCHBUSD,0.532,0.539,0.513,0.531,1358397.7,713827.5865,5020
1676160000000,2023-02-12,1INCHBUSD,0.54,0.546,0.521,0.533,1038276.2,558065.4746,3044
1676073600000,2023-02-11,1INCHBUSD,0.533,0.542,0.527,0.541,560666.2,298319.2262,2531
1675987200000,2023-02-10,1INCHBUSD,0.526,0.541,0.521,0.533,956126.2,508120.1676,3389
1675900800000,2023-02-09,1INCHBUSD,0.566,0.573,0.511,0.528,3108449.0,1695278.6706,8455
1675814400000,2023-02-08,1INCHBUSD,0.587,0.597,0.545,0.564,1937951.6,1111447.8688,5130
1675728000000,2023-02-07,1INCHBUSD,0.553,0.591,0.546,0.586,2336345.5,1328411.9526,6813
1675641600000,2023-02-06,1INCHBUSD,0.561,0.597,0.551,0.554,1880540.3,1072440.0027,6062
1675555200000,2023-02-05,1INCHBUSD,0.582,0.622,0.534,0.56,4703310.7,2761711.9009,13517
1675468800000,2023-02-04,1INCHBUSD,0.566,0.604,0.552,0.581,3392542.3,1978180.5042,9515
1675382400000,2023-02-03,1INCHBUSD,0.541,0.574,0.536,0.566,2468559.4,1374169.9807,6429
1675296000000,2023-02-02,1INCHBUSD,0.528,0.575,0.528,0.54,2626724.2,1442976.0972,7978
1675209600000,2023-02-01,1INCHBUSD,0.515,0.53,0.493,0.529,1628886.0,829249.0098,4208
1675123200000,2023-01-31,1INCHBUSD,0.51,0.517,0.502,0.514,900478.2,460097.1307,2907
1675036800000,2023-01-30,1INCHBUSD,0.541,0.544,0.489,0.51,2100408.1,1078372.3003,6297
1674950400000,2023-01-29,1INCHBUSD,0.529,0.543,0.52,0.541,1119363.3,598493.4879,4300
1674864000000,2023-01-28,1INCHBUSD,0.537,0.55,0.517,0.529,984117.6,525452.4189,4935
1674777600000,2023-01-27,1INCHBUSD,0.528,0.54,0.506,0.538,1597278.6,832450.2911,6612
1674691200000,2023-01-26,1INCHBUSD,0.536,0.549,0.514,0.528,1210864.9,641042.1525,6111
1674604800000,2023-01-25,1INCHBUSD,0.514,0.582,0.497,0.534,3402362.4,1801459.6349,13047
1674518400000,2023-01-24,1INCHBUSD,0.535,0.547,0.502,0.513,1989732.7,1060929.389,6613
1674432000000,2023-01-23,1INCHBUSD,0.515,0.552,0.514,0.535,3436670.8,1839018.0889,11101
1674345600000,2023-01-22,1INCHBUSD,0.501,0.542,0.495,0.513,3621205.6,1884475.7644,9480
1674259200000,2023-01-21,1INCHBUSD,0.494,0.524,0.482,0.501,2549942.9,1288657.1978,7808
